TSC,CPU,DOM,vCPU,UOPS_RETIRED.ALL,UOPS_ISSUED.ANY,UOPS_ISSUED.ANY-stalls,RESOURCE_STALLS.ANY
23777209596976,0,32767,0,0,0,962737,0
23777209737032,0,0,0,12141,12811,74124,638
23777235457848,0,32767,0,0,0,865930,0
23777235700812,0,0,0,35698,40454,166475,13883
23777279632708,0,32767,0,0,0,1248119,0
23777279773952,0,0,0,12345,12897,75469,319
23777351566004,0,32767,0,0,0,2078657,0
23777351705580,0,0,0,12214,12627,73662,317
23777357070556,0,32767,0,0,0,201556,0
23777072180586,2,5,0,232993965,208578465,33353169,18632742
23777173953382,2,5,0,232502979,208252626,33459747,18851330
23777275726194,2,5,0,232738959,208351933,33457378,19051224
23777083910448,3,6,0,238318161,214503801,34637663,27598761
23777185682972,3,6,0,238075123,214335200,34688307,27625607
23777287456040,3,6,0,238149451,214194944,34752149,27787325
23777357303156,0,0,0,61310,58105,149279,2928
23777487311980,0,32767,0,0,0,3761762,0
23777487601404,0,0,0,56527,59710,204525,8084
23777617282854,0,32767,0,0,0,3648315,0
23777617572670,0,0,0,54948,57348,205849,8749
23777696875092,0,32767,0,0,0,2285296,0
23777377499014,2,5,0,232116539,207988659,33548622,18989604
23777479272046,2,5,0,232669391,208360385,33437764,18718884
23777581047638,2,5,0,228564174,203797216,35778268,20968506
23777682820706,2,5,0,232406020,208120542,33610870,19476010
23777389229040,3,6,0,237995657,214253156,34702002,27606993
23777491002340,3,6,0,238590789,214687214,34598346,27594465
23777592775532,3,6,0,238225485,214452951,34652094,27609291
23777694551792,3,6,0,233370233,208813362,36640004,27499417
23777697239040,0,0,0,71745,69623,275746,7925
23777758636064,0,32767,0,0,0,1788343,0
23777759323508,0,0,0,247134,252735,526927,44960
23777769361164,0,32767,0,0,0,442599,0
23777769519520,0,0,0,25938,25335,87917,4863
23777795284408,0,32767,0,0,0,708234,0
23777795477684,0,0,0,27440,28534,121298,3634
23777937063296,0,32767,0,0,0,4034991,0
23777937543116,0,0,0,69399,79406,387037,59407
23777941089908,0,32767,0,0,0,181011,0
23777946044220,0,0,0,4131059,3768239,3645768,745532
23778036806776,0,32767,0,0,0,2574055,0
23777784591282,2,5,0,232420061,207997076,33630585,19358540
23777886364078,2,5,0,232315488,207853080,33617508,19463327
23777988139830,2,5,0,232616177,208182472,33498142,19166334
23777796321888,3,6,0,238743285,214617385,34419934,26988338
23777898094440,3,6,0,238773095,214771694,34433518,27122754
23777999867676,3,6,0,238952841,214794554,34341914,26668322
23778037135712,0,0,0,63918,62990,243455,12350
23778046252340,0,32767,0,0,0,310701,0
23778046574472,0,0,0,56997,61204,236649,10739
23778203589444,0,32767,0,0,0,4415242,0
23778203790336,0,0,0,22467,23638,131008,10422
23778217155332,0,32767,0,0,0,450010,0
23778217415784,0,0,0,26727,27680,189048,74836
23778217837388,0,32767,0,0,0,54003,0
23778217957084,0,0,0,4679,4971,58199,38
23778230725004,0,32767,0,0,0,433388,0
23778230839180,0,0,0,9421,9468,49952,715
23778376693764,0,32767,0,0,0,4176265,0
23778089913538,2,5,0,231934171,207830977,33648927,19595163
23778191683438,2,5,0,233196600,208429457,33491008,19995997
23778293456286,2,5,0,232551080,208084161,33529136,19602586
23778101643368,3,6,0,232415590,208352423,36895320,28159116
23778203414016,3,6,0,238316513,214741836,34575395,27346594
23778305186372,3,6,0,237894106,214360759,34661871,27463172
23778376979708,0,0,0,64582,62347,200870,4489
23778415116532,0,32767,0,0,0,1114384,0
23778415289312,0,0,0,11641,12832,106785,1388
23778420510202,0,32767,0,0,0,199106,0
23778420811618,0,0,0,56838,60000,216528,8655
23778546967332,0,32767,0,0,0,3648916,0
23778547136052,0,0,0,11673,12796,102886,872
23778556390942,0,32767,0,0,0,318985,0
23778557268982,0,0,0,85168,85104,790597,10053
23778654973372,0,32767,0,0,0,2844498,0
23778655115372,0,0,0,12233,12772,76115,394
23778716545092,0,32767,0,0,0,1785568,0
23778395229666,2,5,0,232549531,208100403,33482880,19395876
23778497006582,2,5,0,229864315,204498586,35962841,22859638
23778598775894,2,5,0,236149124,211060530,33405478,21964436
23778700548546,2,5,0,235958292,210843208,33310645,21312102
23778406959408,3,6,0,237834750,214421067,34663034,27477524
23778508732492,3,6,0,238151353,214406615,34660621,27488025
23778610505368,3,6,0,237795639,214264518,34603803,27329150
23778712278332,3,6,0,238097611,214435617,34643547,27426802
23778716867024,0,0,0,73626,71156,232669,6801
23778929923956,0,32767,0,0,0,6030565,0
23778930061724,0,0,0,12095,12819,73407,409
23778954950024,0,32767,0,0,0,718750,0
23778955241904,0,0,0,57340,60826,206386,8548
23778988266678,0,32767,0,0,0,994568,0
23778988538906,0,0,0,54732,57569,188172,8891
23779056434140,0,32767,0,0,0,2014218,0
23778802321574,2,5,0,235838453,210878668,33373761,21578527
23778904094342,2,5,0,235994381,210860056,33359133,21546302
23779005872222,2,5,0,229444509,204586787,35805911,22026277
23778814051244,3,6,0,238138439,214686476,34557737,27377913
23778915824360,3,6,0,238287386,214545523,34627372,27494441
23779017600736,3,6,0,231909038,207877886,37079623,28370986
23779056743192,0,0,0,62828,61307,223886,8410
23779281841256,0,32767,0,0,0,6434427,0
23779282030820,0,0,0,12125,15755,122240,4576
23779297455416,0,32767,0,0,0,595584,0
23779297905168,0,0,0,65905,74663,358530,38085
23779301453208,0,32767,0,0,0,49239,0
23779306576280,0,0,0,4135532,3774791,3807970,748321
23779396277568,0,32767,0,0,0,2553254,0
23779107552482,2,5,0,231970013,207500754,33706462,19539197
23779209324994,2,5,0,232058750,207698722,33661977,19700226
23779311102126,2,5,0,232363440,207913993,33564813,19309950
23779119282616,3,6,0,237203961,213493241,34771888,27623959
23779221055520,3,6,0,237591613,213871476,34714729,27632171
23779322829172,3,6,0,237571187,213900474,34721041,27640084
23779396593148,0,0,0,62712,62173,230715,10766
23779457114096,0,32767,0,0,0,1640577,0
23779457924972,0,0,0,245593,249665,651896,45526
23779465463644,0,32767,0,0,0,181643,0
23779465614256,0,0,0,24076,24199,80403,3159
23779493265424,0,32767,0,0,0,861431,0
23779493456396,0,0,0,28344,29947,119314,4332
23779736153864,0,32767,0,0,0,6841531,0
23779412871362,2,5,0,232160475,207941600,33673904,19681010
23779514644294,2,5,0,232788856,208370324,33528117,19232506
23779616416102,2,5,0,232296182,207935459,33663594,19556748
23779718189662,2,5,0,232721798,208076577,33660767,19757953
23779424629840,3,6,0,237423441,213736439,34762709,27690151
23779526373332,3,6,0,238089665,214200076,34612591,27581451
23779628146356,3,6,0,237714220,213951553,34697565,27645350
23779729919680,3,6,0,238363840,214263926,34641289,27637483
23779736430512,0,0,0,74951,71696,187730,4142
23779781403112,0,32767,0,0,0,1380923,0
23779781578808,0,0,0,11640,15116,109054,2769
23779811899168,0,32767,0,0,0,868017,0
23779812037232,0,0,0,11456,13056,72113,371
23779926825686,0,32767,0,0,0,3392457,0
23779926944026,0,0,0,11721,12141,53626,3115
23779994132886,0,32767,0,0,0,1889625,0
23779994440682,0,0,0,57459,60489,222324,9914
23780016134664,0,32767,0,0,0,724247,0
23780016301736,0,0,0,10568,11451,101818,1032
23780075998244,0,32767,0,0,0,1644804,0
23779819962930,2,5,0,232234645,207690246,33752848,19996699
23779921736418,2,5,0,232982740,208337585,33557441,19532256
23780023511966,2,5,0,227535224,202658511,36109414,21392489
23779831692784,3,6,0,238157703,214351444,34596832,27517365
23779933465596,3,6,0,238033017,214146238,34649978,27603354
23780035238768,3,6,0,237485016,213645544,34788698,27756927
23780076282196,0,0,0,64339,62715,198394,7415
23780415846860,0,32767,0,0,0,9657808,0
23780125282774,2,5,0,235266489,210224228,33409705,20366814
23780227055334,2,5,0,235618209,210597854,33453144,21030288
23780328828342,2,5,0,235370665,210502727,33483682,21116330
23780137011728,3,6,0,237474684,214009727,34720086,27597087
23780238784628,3,6,0,237556895,213996366,34687830,27552261
23780340558128,3,6,0,238227983,214351780,34602997,27578026
23780416071440,0,0,0,62556,58983,140843,2957
23780469028344,0,32767,0,0,0,1508823,0
23780469316232,0,0,0,55627,59517,202992,7852
23780475081436,0,32767,0,0,0,306663,0
23780475235720,0,0,0,11537,12459,88773,706
23780573500632,0,32767,0,0,0,2712313,0
23780573749336,0,0,0,31709,34280,174524,9211
23780629458180,0,32767,0,0,0,1638722,0
23780629705548,0,0,0,36430,40699,170891,13343
23780658079604,0,32767,0,0,0,837303,0
23780658423920,0,0,0,52575,58939,259851,23058
23780755641256,0,32767,0,0,0,2838692,0
23780430601190,2,5,0,235278561,210381187,33460516,20745753
23780532374886,2,5,0,233315459,208843099,33623567,19881692
23780634147534,2,5,0,232654771,208283003,33531864,18871446
23780735920490,2,5,0,232240683,207958566,33601098,19204977
23780442331032,3,6,0,238027214,214229430,34617706,27549270
23780544107324,3,6,0,232054284,207872430,37000107,28387871
23780645877384,3,6,0,237492801,213870397,34635844,27368135
23780747650320,3,6,0,237467928,213807022,34663457,27456052
23780755900104,0,0,0,62539,60279,174548,4388
23780877647612,0,32767,0,0,0,3518505,0
23780877797096,0,0,0,12212,12980,83812,605
23780938625056,0,32767,0,0,0,1811768,0
23780938768452,0,0,0,10133,11057,78408,1255
23781051756852,0,32767,0,0,0,3262858,0
23781051898536,0,0,0,12174,12765,75754,457
23781095468876,0,32767,0,0,0,1242787,0
23780837693262,2,5,0,233016446,208436839,33494876,19125466
23780939466458,2,5,0,232412681,207988588,33638067,19645643
23781041240298,2,5,0,233174079,208964835,33450358,19620118
23780849423256,3,6,0,237697747,214031901,34645278,27518325
23780951195920,3,6,0,237841903,214331065,34652748,27449173
23781052969300,3,6,0,238525398,214491754,34579698,27539776
23781095743452,0,0,0,72034,68024,186754,4396
23781156036686,0,32767,0,0,0,1769156,0
23781156677790,0,0,0,245548,248555,482090,37932
23781161654636,0,32767,0,0,0,181235,0
23781161810400,0,0,0,26507,26230,85093,5478
23781191334340,0,32767,0,0,0,837066,0
23781191527104,0,0,0,28172,29437,120542,4011
23781309319048,0,32767,0,0,0,3376134,0
23781309612544,0,0,0,56372,59204,208644,7982
23781435310486,0,32767,0,0,0,3657776,0
23781143012806,2,5,0,232375350,207868514,33678237,19839432
23781244954574,2,5,0,232885806,208451044,33636115,19237559
23781346731262,2,5,0,227922704,203043526,35953077,20858140
23781154742016,3,6,0,237917576,214278777,34536328,27315233
23781256515112,3,6,0,237898603,214036118,34664943,27474609
23781358287808,3,6,0,237462484,213943137,34620037,27392332
23781435587186,0,0,0,63281,60594,191650,4613
23781599627774,0,32767,0,0,0,4577820,0
23781599912246,0,0,0,55073,58035,199993,6960
23781608215274,0,32767,0,0,0,293663,0
23781608410538,0,0,0,10789,12024,129792,605
23781609562836,0,32767,0,0,0,162192,0
23781609717048,0,0,0,20261,21274,85521,4572
23781623007666,0,32767,0,0,0,295554,0
23781623241494,0,0,0,41953,43966,156469,8903
23781699897926,0,32767,0,0,0,2314058,0
23781700041042,0,0,0,12301,12868,77255,532
23781706153614,0,32767,0,0,0,196226,0
23781706295582,0,0,0,12032,12704,76186,351
23781775149180,0,32767,0,0,0,2035057,0
23781448500970,2,5,0,232548017,208071240,33581326,19476726
23781550273742,2,5,0,232662901,208009447,33546501,19271145
23781652140586,2,5,0,232829863,208179416,33477278,19151431
23781753819666,2,5,0,231951722,207669566,33542874,19465043
23781460060844,3,6,0,237555823,214007792,34611309,27364348
23781561834392,3,6,0,238286931,214319103,34564274,27476286
23781663610316,3,6,0,232526508,208146247,36882910,28104838
23781765380800,3,6,0,238799044,214488470,34437250,27075628
23781775394544,0,0,0,63177,60710,160671,3780
23781789801368,0,32767,0,0,0,449257,0
23781789941568,0,0,0,12129,12637,74845,391
23782016717566,0,32767,0,0,0,6438724,0
23782017174966,0,0,0,66452,76660,365277,40839
23782020720820,0,32767,0,0,0,49503,0
23782025786616,0,0,0,4122901,3761022,3760436,763144
23782063345984,0,32767,0,0,0,1007560,0
23782063619588,0,0,0,10405,10984,209029,1523
23782092648376,0,32767,0,0,0,853515,0
23782092992324,0,0,0,56284,60393,258889,14542
23782114969296,0,32767,0,0,0,560040,0
23781855592598,2,5,0,233266157,208463023,33349336,18963003
23781957365982,2,5,0,232661957,208278101,33436097,19232494
23782059139630,2,5,0,232303542,207824316,33623513,19714487
23781867153392,3,6,0,239639267,214900395,34357332,27054872
23781969008660,3,6,0,239512077,214853986,34402305,27074750
23782070700020,3,6,0,239236120,214606475,34403424,27057594
23782115329180,0,0,0,73060,71655,270717,10571
23782195750912,0,32767,0,0,0,2313068,0
23782196032760,0,0,0,12202,12993,217211,712
23782220073336,0,32767,0,0,0,720481,0
23782220172412,0,0,0,6818,7171,38133,147
23782374306688,0,32767,0,0,0,4326658,0
23782374475184,0,0,0,19985,21684,99566,3913
23782375232564,0,32767,0,0,0,50907,0
23782375368628,0,0,0,10737,11921,71193,549
23782382909126,0,32767,0,0,0,306015,0
23782383051814,0,0,0,18100,18891,75074,6832
23782383682896,0,32767,0,0,0,38482,0
23782383957944,0,0,0,52220,55070,193111,8378
23782396473558,0,32767,0,0,0,398530,0
23782396632850,0,0,0,20504,20075,92275,7363
23782437205060,0,32767,0,0,0,1210607,0
23782437425268,0,0,0,28799,30503,146910,7274
23782454892480,0,32767,0,0,0,462344,0
23782160911558,2,5,0,232535654,208025517,33565749,19941409
23782262684378,2,5,0,232499038,208030129,33574133,19714290
23782364457546,2,5,0,232417013,207974705,33529087,19470391
23782172474832,3,6,0,233069502,208604154,36869770,28245864
23782274246464,3,6,0,238282820,214303010,34744315,27823547
23782376018168,3,6,0,238225971,214571382,34624337,27547085
23782455164376,0,0,0,62692,60623,187917,4768
23782458339590,0,32767,0,0,0,162515,0
23782458492634,0,0,0,21343,20665,86335,3068
23782720121212,0,32767,0,0,0,7451329,0
23782720401120,0,0,0,57754,60343,195110,7828
23782794645364,0,32767,0,0,0,2168192,0
23782466145098,2,5,0,228552070,203269542,35883117,21808378
23782567915786,2,5,0,234088489,209058754,33290255,19778093
23782669688430,2,5,0,234637600,209578366,33213534,20121068
23782771464374,2,5,0,229925019,204672650,35482901,20985652
23782477703388,3,6,0,237504059,213831044,34775531,27651602
23782579476352,3,6,0,238526193,214706607,34607170,27533775
23782681249236,3,6,0,238452570,214702743,34598586,27553820
23782783022312,3,6,0,238994160,215004624,34546416,27592233
23782794891848,0,0,0,62671,60828,162161,4276
23782854467780,0,32767,0,0,0,1783810,0
23782855160124,0,0,0,245756,249259,533307,47617
23782857757332,0,32767,0,0,0,50405,0
23782858018308,0,0,0,24125,23914,191025,2803
23782889315828,0,32767,0,0,0,827926,0
23782889508516,0,0,0,28142,30142,120273,4099
23783134461124,0,32767,0,0,0,6977416,0
23782873234754,2,5,0,232322440,208119365,33630488,19297086
23782975007590,2,5,0,232356071,208009703,33597760,19073671
23783076780778,2,5,0,232422534,208037245,33599645,18885783
23782884795844,3,6,0,238863142,214973168,34564179,27582795
23782986568544,3,6,0,238476794,214819654,34569503,27507696
23783088341508,3,6,0,237960395,214214303,34742948,27673049
23783134735264,0,0,0,70279,67493,186472,3804
23783319121524,0,32767,0,0,0,5245031,0
23783319239916,0,0,0,11798,12010,53445,2722
23783343612368,0,32767,0,0,0,713644,0
23783343797484,0,0,0,12219,15417,118187,4330
23783377200000,0,32767,0,0,0,1020121,0
23783377650656,0,0,0,65742,74717,359200,37796
23783381197216,0,32767,0,0,0,181061,0
23783386161108,0,0,0,4131457,3772633,3653520,759222
23783474305388,0,32767,0,0,0,2597036,0
23783178553406,2,5,0,232452334,208233276,33504858,19182996
23783280326182,2,5,0,233211507,208580152,33382191,19037483
23783382099754,2,5,0,232344061,208125438,33524735,19103373
23783190114164,3,6,0,238397381,214563113,34639997,27641256
23783291886768,3,6,0,238346692,214530617,34646526,27630338
23783393662872,3,6,0,239452521,215061329,34548471,27640236
23783474610184,0,0,0,62931,61366,220237,10142
23783506967822,0,32767,0,0,0,979901,0
23783507279710,0,0,0,55873,59809,227226,10299
23783509392398,0,32767,0,0,0,24612,0
23783510756482,0,0,0,609746,633244,1057570,137294
23783522667030,0,32767,0,0,0,311448,0
23783522843554,0,0,0,28241,27984,104965,5744
23783536233820,0,32767,0,0,0,444467,0
23783536382404,0,0,0,25149,25894,78019,4728
23783572763580,0,32767,0,0,0,1130287,0
23783572940376,0,0,0,11481,12359,111102,1002
23783794573544,0,32767,0,0,0,6318519,0
23783794877624,0,0,0,57628,60288,219276,7968
23783800862184,0,32767,0,0,0,185376,0
23783801036936,0,0,0,23924,25179,102753,5175
23783801733052,0,32767,0,0,0,51148,0
23783801845568,0,0,0,5308,5481,50658,475
23783806509346,0,32767,0,0,0,177781,0
23783806803578,0,0,0,53827,57736,209147,12810
23783814161474,0,32767,0,0,0,294058,0
23783483872506,2,5,0,232441652,207895411,33611335,19617559
23783585645342,2,5,0,232409782,207951832,33597124,19378132
23783687418086,2,5,0,232819964,208292232,33486308,19106773
23783789191098,2,5,0,232222082,207981181,33563301,19034257
23783495433408,3,6,0,237836159,214322942,34597660,27439286
23783597209788,3,6,0,232747266,208509331,36565167,27222718
23783698980160,3,6,0,238816262,215232807,34034544,26052178
23783800752784,3,6,0,239301595,215366814,33995686,26005974
23783814450190,0,0,0,62756,58343,206465,7440
23783969511960,0,32767,0,0,0,4420038,0
23783969745884,0,0,0,34153,36848,158708,8692
23784023295804,0,32767,0,0,0,1507458,0
23784023541764,0,0,0,36079,41037,169479,14200
23784154017444,0,32767,0,0,0,3766927,0
23783890967290,2,5,0,226917896,202458518,36201116,20819219
23783992737338,2,5,0,232352960,207877599,33678853,19190327
23784094510206,2,5,0,233044711,208489878,33477412,19202964
23783902528004,3,6,0,232232170,208791960,36780929,27886687
23784004299136,3,6,0,237891620,214854330,34396775,27041289
23784106071816,3,6,0,237894722,214872851,34391553,27017763
23784154297244,0,0,0,73778,70564,190836,6290
23784493866984,0,32767,0,0,0,9517574,0
23784196282794,2,5,0,232632468,208294832,33546168,19297157
23784298055826,2,5,0,232520652,208181404,33534333,19173276
23784399889878,2,5,0,232741475,208261615,33450069,18954207
23784207844408,3,6,0,238383266,215174939,34365579,27037043
23784309617520,3,6,0,238879768,215423529,34383805,27128483
23784411390688,3,6,0,238655298,215496732,34317326,26983760
23784494093172,0,0,0,62320,58753,142575,2900
23784553269348,0,32767,0,0,0,1768114,0
23784553919000,0,0,0,245443,248435,491003,40683
23784553996608,0,32767,0,0,0,20873,0
23784554121124,0,0,0,24295,23714,56873,3142
23784587384820,0,32767,0,0,0,978440,0
23784592500740,0,0,0,7237534,7229027,2600383,572107
23784594657080,0,32767,0,0,0,183168,0
23784594806276,0,0,0,27421,26254,78706,1638
23784608226888,0,32767,0,0,0,442439,0
23784608374600,0,0,0,23986,23658,77862,1893
23784737662540,0,32767,0,0,0,3644199,0
23784738005748,0,0,0,54529,60887,258727,22615
23784822022332,0,32767,0,0,0,2454796,0
23784822310048,0,0,0,56030,59633,202665,8169
23784833663844,0,32767,0,0,0,317089,0
23784501601958,2,5,0,232270340,208038183,33512943,18948350
23784603374422,2,5,0,232492329,208314867,33523470,18981362
23784705147526,2,5,0,232108984,207902614,33675005,19658213
23784806920322,2,5,0,232023812,207796316,33646055,19523070
23784513163252,3,6,0,238392645,215060806,34439486,27204955
23784614936076,3,6,0,238730841,215372889,34364651,27174647
23784716734124,3,6,0,238721903,215342436,34371212,27138881
23784818481508,3,6,0,238745756,215380720,34356869,27108495
23784833943876,0,0,0,63298,61390,195449,4697
23784988173452,0,32767,0,0,0,4440664,0
23784988330360,0,0,0,22399,23310,87404,3309
23784993338880,0,32767,0,0,0,187361,0
23784993524116,0,0,0,10388,13856,119148,4161
23785001731726,0,32767,0,0,0,296342,0
23785001978482,0,0,0,26461,26786,176761,73447
23785002444474,0,32767,0,0,0,37566,0
23785002541970,0,0,0,4695,4051,37630,7
23785015299406,0,32767,0,0,0,398442,0
23785015393322,0,0,0,9442,8449,32824,405
23785124454184,0,32767,0,0,0,3081635,0
23785124725708,0,0,0,56148,58052,187364,6591
23785132051040,0,32767,0,0,0,180678,0
23785132302624,0,0,0,54820,56383,168324,5611
23785173518548,0,32767,0,0,0,1231039,0
23784908693626,2,5,0,231790356,207465342,33679008,19394535
23785010466658,2,5,0,232758039,208192640,33455321,18967933
23785112239546,2,5,0,232359815,208054440,33507924,18931898
23784920257928,3,6,0,234965294,209673669,36399368,27345537
23785022028952,3,6,0,241565135,216029715,33900958,26225009
23785123801536,3,6,0,241277714,215889688,33939925,26274642
23785173947432,0,0,0,74143,72329,339472,14568
23785340977408,0,32767,0,0,0,4848821,0
23785341843420,0,0,0,85085,85555,777847,6445
23785513503636,0,32767,0,0,0,4853401,0
23785214015254,2,5,0,227367661,202710464,36111634,20871364
23785315786150,2,5,0,233058138,208661658,33440938,19027667
23785417558574,2,5,0,232645886,208298203,33500785,19206302
23785225576784,3,6,0,233333516,209287288,36610409,27908909
23785327347948,3,6,0,237862123,214433159,34586444,27379251
23785429120648,3,6,0,237910824,214554285,34541962,27267241
23785513827316,0,0,0,67666,68394,235425,14291
23785514163080,0,32767,0,0,0,54456,0
23785514467924,0,0,0,75532,73134,213997,4801
23785544269332,0,32767,0,0,0,965929,0
23785544438892,0,0,0,24335,24075,99603,2197
23785544729696,0,32767,0,0,0,50794,0
23785544892940,0,0,0,22393,21700,93305,1800
23785572753388,0,32767,0,0,0,857545,0
23785572930032,0,0,0,29192,28688,103468,2257
23785612366420,0,32767,0,0,0,1118694,0
23785612467504,0,0,0,6906,7316,39162,167
23785628083236,0,32767,0,0,0,440297,0
23785628329064,0,0,0,33253,36317,170846,6905
23785828120856,0,32767,0,0,0,5790206,0
23785828302008,0,0,0,12290,13253,114312,877
23785854038612,0,32767,0,0,0,842430,0
23785519331142,2,5,0,232669260,208339034,33486375,19194934
23785621104298,2,5,0,232919726,208561116,33395804,18777791
23785722877386,2,5,0,232625875,208216418,33519397,19381711
23785824650126,2,5,0,233264209,208655766,33407644,19367014
23785530893816,3,6,0,238216839,214574045,34601198,27498734
23785632667800,3,6,0,239013468,215645860,34317437,27131824
23785734439828,3,6,0,238700035,214930219,34486622,27373106
23785836213004,3,6,0,238333287,214739202,34500473,27264439
23785854273072,0,0,0,62780,59838,150583,2784
23786023030500,0,32767,0,0,0,4859830,0
23786023339528,0,0,0,56888,60508,223729,10044
23786096214356,0,32767,0,0,0,2030887,0
23786096697368,0,0,0,65786,76409,390842,40596
23786100239932,0,32767,0,0,0,181162,0
23786105250016,0,0,0,4129818,3769431,3699599,757496
23786193845108,0,32767,0,0,0,2533639,0
23785926334178,2,5,0,232647005,208127635,33496598,19485601
23786028108190,2,5,0,230323996,205630636,34577256,19367203
23786129885722,2,5,0,230461881,206031469,34838969,20763427
23785937897412,3,6,0,237604550,214197604,34560395,27238945
23786039670340,3,6,0,238063953,214601413,34522427,27242006
23786141443632,3,6,0,237959962,214163341,34624997,27393234
23786194178944,0,0,0,63004,62960,248515,11137
23786211806382,0,32767,0,0,0,599624,0
23786212118038,0,0,0,55912,59747,227110,10844
23786252913756,0,32767,0,0,0,1088439,0
23786253796200,0,0,0,259455,267039,716869,53741
23786263620672,0,32767,0,0,0,313506,0
23786263778416,0,0,0,24040,24045,87385,3544
23786290294744,0,32767,0,0,0,714587,0
23786290490208,0,0,0,28246,29994,123147,4600
23786533739044,0,32767,0,0,0,6989658,0
23786231658466,2,5,0,233396842,208550386,33489690,19624680
23786333427038,2,5,0,233677275,208879883,33396543,19375493
23786435199450,2,5,0,232957784,208144044,33592605,19935159
23786243219560,3,6,0,232137819,208048683,36899632,28055489
23786344989828,3,6,0,239561007,214931308,34281479,26758540
23786446762968,3,6,0,240427765,215492495,34081640,26467969
23786534063336,0,0,0,74820,72535,234707,4887
23786553328920,0,32767,0,0,0,578851,0
23786553628872,0,0,0,57030,60604,214812,9860
23786560428894,0,32767,0,0,0,179128,0
23786560617018,0,0,0,10612,14324,122021,4618
23786562286476,0,32767,0,0,0,163503,0
23786562548700,0,0,0,56648,58965,178096,8213
23786571201368,0,32767,0,0,0,277278,0
23786571395112,0,0,0,16368,19490,127584,4885
23786711415436,0,32767,0,0,0,3825373,0
23786711561508,0,0,0,11863,12486,81018,8056
23786873627386,0,32767,0,0,0,4723224,0
23786536972302,2,5,0,232984210,208350601,33501955,19512700
23786638748602,2,5,0,227492700,202552792,36118343,21192300
23786740596566,2,5,0,232134955,207812715,33642366,19415658
23786842291222,2,5,0,232186408,207668947,33588755,19671381
23786548535812,3,6,0,240133439,215151819,34197083,26615059
23786650311784,3,6,0,233932713,209625010,36253292,26852187
23786752081776,3,6,0,237707149,214320233,34464831,27027074
23786853854872,3,6,0,238013613,214369958,34486304,27176564
23786873960822,0,0,0,63442,62520,248427,11930
23787080267876,0,32767,0,0,0,5775017,0
23787080589708,0,0,0,56725,60533,236873,11044
23787213514200,0,32767,0,0,0,3895524,0
23786944064038,2,5,0,233020256,208362528,33408224,19181660
23787045836714,2,5,0,232156690,207793428,33577937,19511314
23787147610562,2,5,0,233061000,208309218,33416346,19083403
23786955627180,3,6,0,238545063,214812185,34244415,26513334
23787057428896,3,6,0,238167618,214685798,34385168,26959078
23787159176872,3,6,0,232650107,208995616,36696226,27867827
23787213782732,0,0,0,63034,61396,183461,6111
23787365418686,0,32767,0,0,0,4318766,0
23787365644034,0,0,0,33251,35168,152162,7089
23787418530824,0,32767,0,0,0,1508386,0
23787418774076,0,0,0,35459,39710,166585,14406
23787456748176,0,32767,0,0,0,1125412,0
23787457198880,0,0,0,65377,74757,359253,37889
23787460745688,0,32767,0,0,0,181162,0
23787465738584,0,0,0,4131737,3765048,3685623,768341
23787521617136,0,32767,0,0,0,1652741,0
23787521828572,0,0,0,12085,13310,145445,1665
23787553348764,0,32767,0,0,0,887211,0
23787249383102,2,5,0,232248824,207966650,33524898,19265105
23787351154370,2,5,0,232507160,208016359,33546079,19570837
23787452928346,2,5,0,232141543,207667211,33655318,19893069
23787260947284,3,6,0,237762630,214649362,34572051,27227063
23787362718400,3,6,0,237940055,214592289,34594259,27313847
23787464493172,3,6,0,237984915,214607039,34558444,27229544
23787553697436,0,0,0,72570,70545,259727,9693
23787644181204,0,32767,0,0,0,2682655,0
23787644660212,0,0,0,129012,133079,365514,27190
23787647712068,0,32767,0,0,0,50132,0
23787647950956,0,0,0,45090,44903,160337,12817
23787648540552,0,32767,0,0,0,166338,0
23787648658380,0,0,0,6845,7192,55600,586
23787661271162,0,32767,0,0,0,300965,0
23787661409534,0,0,0,24328,23437,69468,3764
23787763558658,0,32767,0,0,0,2961740,0
23787763868142,0,0,0,57337,60725,224295,10680
23787877914682,0,32767,0,0,0,3194588,0
23787878254978,0,0,0,55793,59398,255923,19234
23787893262832,0,32767,0,0,0,439850,0
23787554702078,2,5,0,231790683,207465122,33728666,19763862
23787656474370,2,5,0,232312829,207843663,33560976,19422795
23787758247346,2,5,0,232341316,208006221,33499399,19168290
23787860023094,2,5,0,227561998,202875165,36028079,21130305
23787566265896,3,6,0,238246930,214383259,34516504,27144792
23787668038664,3,6,0,237912390,214435434,34584987,27250148
23787769812572,3,6,0,237952142,214654554,34573428,27251706
23787871584364,3,6,0,238335068,214772431,34524758,27181033
23787893594616,0,0,0,69208,66773,245292,8128
23787907251460,0,32767,0,0,0,442919,0
23787907441612,0,0,0,12026,13134,124013,1519
23787951895222,0,32767,0,0,0,1395917,0
23787952601486,0,0,0,248116,253075,545823,48550
23787959811460,0,32767,0,0,0,181619,0
23787959967500,0,0,0,24612,24558,86068,4008
23787988366292,0,32767,0,0,0,847867,0
23787988561508,0,0,0,28582,30153,122965,4250
23788233157760,0,32767,0,0,0,6979765,0
23787961793646,2,5,0,232681661,208445263,33482345,19350015
23788063566878,2,5,0,232428429,208407024,33508024,19303073
23788165339242,2,5,0,232747776,208453080,33449657,19059423
